no	symbol	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en	type
2087	K12_mmygd_dop	249	185	185	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	granodiorite mylonite & tonalite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2088	Tr2-3_mmygd_dop	248	184	184	中生代 中期三畳紀～後期三畳紀	Mesozoic Middle Triassic - Late Triassic	変成岩	Metamorphic rocks	花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	granodiorite mylonite & tonalite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2089	Pg2-N121_mmyry_dop	247	183	183	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	dacite mylonite & rhyolite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2090	K2-Pg12_mmyry_dop	246	182	182	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	dacite mylonite & rhyolite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2091	K12_mmyry_dop	245	182	182	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	dacite mylonite & rhyolite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2092	Tr2-3_mmyry_dop	244	180	180	中生代 中期三畳紀～後期三畳紀	Mesozoic Middle Triassic - Late Triassic	変成岩	Metamorphic rocks	デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）	dacite mylonite & rhyolite mylonite orthopyroxene zone (granulite facies rock) of dislocation metamorphic rocks	6
2093	Q1_mghps_cb	255	127	63	新生代 第四紀 更新世 ジェラシアン期～カラブリアン期	Cenozoic Quaternary Pleistocene Gelasian - Calabrian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2094	N3_mghps_cb	254	126	62	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2095	N2_mghps_cb	253	125	61	新生代 新第三紀 中新世 後期ランギアン期～トートニアン期	Cenozoic Neogene Miocene late Langhian - Tortonian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2096	N1_mghps_cb	252	124	60	新生代 新第三紀 中新世 バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene Burdigalian - early Langhian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2097	Pg4_mghps_cb	251	123	59	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2098	Pg3_mghps_cb	250	122	58	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2099	Pg2_mghps_cb	249	121	57	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2100	Pg1_mghps_cb	248	120	56	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2101	K22_mghps_cb	247	119	55	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2102	K21_mghps_cb	246	118	54	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2103	K12_mghps_cb	245	117	53	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2104	K11_mghps_cb	244	116	52	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2105	J1-2_mghps_cb	243	115	51	中生代 前期ジュラ紀～中期ジュラ紀	Mesozoic Jurassic Early - Middle	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2106	Tr_mghps_cb	242	114	50	中生代 三畳紀	Mesozoic Triassic	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2107	P_mghps_cb	241	113	49	古生代 ペルム紀	Paleozoic Permian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2108	C_mghps_cb	240	112	48	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2109	O-D_mghps_cb	239	111	47	古生代 オルドビス紀～デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯	psammitic granofels ( including pasmmitic hornfels ) biotite zone of contact metamorphic rocks	6
2110	Q1_mghpe_cb	238	110	46	新生代 第四紀 更新世 ジェラシアン期～カラブリアン期	Cenozoic Quaternary Pleistocene Gelasian - Calabrian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2111	N3_mghpe_cb	237	109	45	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2112	N2_mghpe_cb	236	108	44	新生代 新第三紀 中新世 後期ランギアン期～トートニアン期	Cenozoic Neogene Miocene late Langhian - Tortonian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2113	N1_mghpe_cb	235	107	43	新生代 新第三紀 中新世 バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene Burdigalian - early Langhian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2114	Pg4_mghpe_cb	234	106	42	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2115	Pg3_mghpe_cb	233	105	41	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2116	Pg2_mghpe_cb	232	104	40	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2117	Pg1_mghpe_cb	231	103	39	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2118	K22_mghpe_cb	230	102	38	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2119	K21_mghpe_cb	229	101	37	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2120	K12_mghpe_cb	228	100	36	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2121	K11_mghpe_cb	227	99	35	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2122	J1-2_mghpe_cb	226	98	34	中生代 前期ジュラ紀～中期ジュラ紀	Mesozoic Jurassic Early - Middle	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2123	Tr_mghpe_cb	225	97	33	中生代 三畳紀	Mesozoic Triassic	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2124	P_mghpe_cb	224	96	32	古生代 ペルム紀	Paleozoic Permian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2125	C_mghpe_cb	223	95	31	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2126	O-D_mghpe_cb	222	94	30	古生代 オルドビス紀～デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	泥質グラノフェルス（泥質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metamudstone granofels ( including metamudstone hornfels) biotite zone of contact metamorphic rocks	6
2127	Q1_mghch_cb	221	93	29	新生代 第四紀 更新世 ジェラシアン期～カラブリアン期	Cenozoic Quaternary Pleistocene Gelasian - Calabrian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2128	N3_mghch_cb	220	92	28	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2129	N2_mghch_cb	219	91	27	新生代 新第三紀 中新世 後期ランギアン期～トートニアン期	Cenozoic Neogene Miocene late Langhian - Tortonian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2130	N1_mghch_cb	218	90	26	新生代 新第三紀 中新世 バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene Burdigalian - early Langhian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2131	Pg4_mghch_cb	217	89	25	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2132	Pg3_mghch_cb	216	88	24	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2133	Pg2_mghch_cb	215	87	23	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2134	Pg1_mghch_cb	214	86	22	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2135	K22_mghch_cb	213	85	21	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2136	K21_mghch_cb	212	84	20	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2137	K12_mghch_cb	211	83	19	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2138	K11_mghch_cb	210	82	18	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2139	J1-2_mghch_cb	209	81	17	中生代 前期ジュラ紀～中期ジュラ紀	Mesozoic Jurassic Early - Middle	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2140	Tr_mghch_cb	208	80	16	中生代 三畳紀	Mesozoic Triassic	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2141	P_mghch_cb	207	79	15	古生代 ペルム紀	Paleozoic Permian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2142	C_mghch_cb	206	78	14	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2143	O-D_mghch_cb	205	77	13	古生代 オルドビス紀～デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	珪質グラノフェルス（珪質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metachert granofels ( including metachert hornfels ) biotite zone of contact metamorphic rocks	6
2144	Q1_mghls_cb	204	76	12	新生代 第四紀 更新世 ジェラシアン期～カラブリアン期	Cenozoic Quaternary Pleistocene Gelasian - Calabrian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2145	N3_mghls_cb	203	75	11	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2146	N2_mghls_cb	202	74	10	新生代 新第三紀 中新世 後期ランギアン期～トートニアン期	Cenozoic Neogene Miocene late Langhian - Tortonian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2147	N1_mghls_cb	201	73	9	新生代 新第三紀 中新世 バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene Burdigalian - early Langhian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2148	Pg4_mghls_cb	200	72	8	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2149	Pg3_mghls_cb	199	71	7	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2150	Pg2_mghls_cb	198	70	6	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2151	Pg1_mghls_cb	197	69	5	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2152	K22_mghls_cb	196	68	4	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2153	K21_mghls_cb	195	67	3	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2154	K12_mghls_cb	194	66	2	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2155	K11_mghls_cb	193	65	1	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2156	J1-2_mghls_cb	192	64	0	中生代 前期ジュラ紀～中期ジュラ紀	Mesozoic Jurassic Early - Middle	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2157	Tr_mghls_cb	191	63	0	中生代 三畳紀	Mesozoic Triassic	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2158	P_mghls_cb	190	62	0	古生代 ペルム紀	Paleozoic Permian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2159	C_mghls_cb	189	61	0	古生代 石炭紀	Paleozoic Carboniferous	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2160	O-D_mghls_cb	188	60	0	古生代 オルドビス紀～デボン紀	Paleozoic Ordovician - Devonian	変成岩	Metamorphic rocks	石灰質グラノフェルス（石灰質ホルンフェルスを含む） 接触変成岩 黒雲母帯	metalimestone granofels ( including metalimestone hornfels ) biotite zone of contact metamorphic rocks	6
2161	Q1_mghul_cb	187	59	0	新生代 第四紀 更新世 ジェラシアン期～カラブリアン期	Cenozoic Quaternary Pleistocene Gelasian - Calabrian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2162	N3_mghul_cb	186	58	0	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2163	N2_mghul_cb	185	57	0	新生代 新第三紀 中新世 後期ランギアン期～トートニアン期	Cenozoic Neogene Miocene late Langhian - Tortonian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2164	N1_mghul_cb	184	56	0	新生代 新第三紀 中新世 バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene Burdigalian - early Langhian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2165	Pg4_mghul_cb	183	55	0	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2166	Pg3_mghul_cb	182	54	0	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2167	Pg2_mghul_cb	181	53	0	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
2168	Pg1_mghul_cb	180	52	0	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	変成岩	Metamorphic rocks	超苦鉄質グラノフェルス（超苦鉄質ホルンフェルスを含む） 接触変成岩 黒雲母帯	ultramafic granofels ( including ultramafic hornfels ) biotite zone of contact metamorphic rocks	6
